id,type,title,description,interpretation,link,status,published_at,created_at,updated_at,display_date,centres,classes,children,medias,tags
291870,album,牙齿歌,-,,,published,2025-02-07 05:16:05,2025-02-06 06:52:26,2025-02-07 05:16:05,NULL,"{""id"": 20, ""code"": ""TMJ""}","[{""id"": 1403, ""label"": ""2025 N2 Florence""}]",NULL,[],[]
291873,album,"Ready, Steady, Go Kids (T1W5)",本周，孩子们和教师们一起玩了三个新的游戏，他们都非常地喜欢，请欣赏！,,,published,2025-02-06 06:57:49,2025-02-06 06:57:09,2025-02-06 06:57:48,NULL,"{""id"": 20, ""code"": ""TMJ""}","[{""id"": 1433, ""label"": ""2025 K2 Robinson""}]",NULL,[],[]
291875,album,Term 1 Week 5 Photos: Eagle and Chicks,"During this week's outdoor time, we got to play a game of 'Eagle and Chicks' where the Eagle has to catch the sashes of the Chicks in this fun rendition of catching!",,,published,2025-02-07 05:13:55,2025-02-06 07:01:23,2025-02-07 05:13:54,NULL,"{""id"": 20, ""code"": ""TMJ""}","[{""id"": 1403, ""label"": ""2025 N2 Florence""}]",NULL,[],[]
291879,album,Octaves Music (T1W5),请欣赏孩子们参与活动时光！,,,published,2025-02-06 07:23:16,2025-02-06 07:22:52,2025-02-06 07:23:15,NULL,"{""id"": 20, ""code"": ""TMJ""}","[{""id"": 1433, ""label"": ""2025 K2 Robinson""}]",NULL,[],[]
291880,album,"Ready, Steady, Go!","05/02/2025

  请查收本周K1 Bailey的Ready,Steady,Go!活动照片。",,,published,2025-02-06 08:41:15,2025-02-06 08:40:56,2025-02-06 08:41:14,NULL,"{""id"": 20, ""code"": ""TMJ""}","[{""id"": 1404, ""label"": ""2025 K1 Bailey""}]",NULL,[],[]
291881,album,Our Music Studio Octaves,"04/02/2025

  请查收本周的Our Music Studio Octaves活动照片。",,,published,2025-02-06 08:48:00,2025-02-06 08:47:19,2025-02-06 08:48:00,NULL,"{""id"": 20, ""code"": ""TMJ""}","[{""id"": 1404, ""label"": ""2025 K1 Bailey""}]",NULL,[],[]
291886,album,Numicon Chalk Sort,"Expanding on their knowledge of sorting, the children were invited to sort numicons by their colours, this time into sections drawn out of chalk. After successfully sorting the numicons with little guidance, the children experienced drawing with chalk to decorate the coloured sections. Some of the children even used the numicons as a shape they could trace around.",,,draft,2025-02-06 10:26:54,2025-02-06 10:25:40,2025-02-06 10:26:54,NULL,"{""id"": 1, ""code"": ""DNI00""}","[{""id"": 1298, ""label"": ""2025 N2 Eric Carle""}]",NULL,[],[]
291888,album,Zev and Daron's Birthday Celebration,"Last Friday, Zev and Daron had a joint celebration.
However, Zev was unable to attend school that day, so he generously shared the Pokémon-design cupcakes from Butter Studio with his friends!
Daron also had a Pokémon cake from Take-a-Bake.

We would like to wish the boys the happiest 5th birthday!",,,published,2025-02-06 10:56:07,2025-02-06 10:56:00,2025-02-06 10:56:06,NULL,"{""id"": 10, ""code"": ""DTE01""}","[{""id"": 1315, ""label"": ""2025 Kindergarten 1 Darwin""}]",NULL,[],[]
291889,album,精彩活动——第一学期第五周,"亲爱的家长们：
  你们好！
  本周K1 Bright的精彩活动从好奇乐和语言斗两个领域出发，教师通过展示火山爆发的图片，引导幼儿回忆和想象火山喷发的情景。随后，幼儿使用小苏打、醋等材料，在教师的引导下亲手制作模拟火山爆发的实验。实验过程中，幼儿观察到材料混合后产生的泡沫反应，并用绘画的方式记录实验现象和自己的发现。
  请查收幼儿们的精彩瞬间！",,,published,2025-02-06 11:40:10,2025-02-06 11:39:40,2025-02-06 11:40:10,NULL,"{""id"": 20, ""code"": ""TMJ""}","[{""id"": 1430, ""label"": ""2025 K1 Bright""}]",NULL,[],[]
291890,album,We're Signing In,nil,,,published,2025-02-06 11:45:21,2025-02-06 11:45:05,2025-02-06 11:45:20,NULL,"{""id"": 20, ""code"": ""TMJ""}","[{""id"": 1430, ""label"": ""2025 K1 Bright""}]",NULL,[],[]
291891,album,I'm 5!,"Blessed birthday to you! Wishing you a wonderful day filled with love and happiness. May this year bring you joy, learning, and special moments that make you smile. Thank you for celebrating your day with us :) ",,,published,2025-02-06 11:52:22,2025-02-06 11:52:06,2025-02-06 11:52:22,NULL,"{""id"": 20, ""code"": ""TMJ""}","[{""id"": 1430, ""label"": ""2025 K1 Bright""}]",NULL,[],[]
291892,album,Weekly Highlight: Term 1 Week 5 (Sorting Shapes with Playdough Art),-,,,published,2025-02-07 05:13:58,2025-02-06 12:18:31,2025-02-07 05:13:57,NULL,"{""id"": 20, ""code"": ""TMJ""}","[{""id"": 1403, ""label"": ""2025 N2 Florence""}]",NULL,[],[]
291893,album,精彩活动 二月 第一周杯子搬家,"       教师将呼啦圈排成一行，再将杯子放在呼啦圈的一侧的胶带上，鼓励幼儿顺序跳入前面的呼啦圈，并将杯子从一侧放到另一侧的胶带上。
       通过活动发展幼儿的粗大动作，从而实现婴幼儿身体健康，并掌握控制身体的能力[感知动作 - 精细动作和粗大动作]的学习成果。
 ",,,published,2025-02-07 05:46:53,2025-02-06 12:34:33,2025-02-07 05:46:53,NULL,"{""id"": 20, ""code"": ""TMJ""}","[{""id"": 1402, ""label"": ""2025 N1 Kelly""}]",NULL,[],[]
291894,album,二月 第一周 活动集锦,这是本周部分活动的照片，请浏览！,,,published,2025-02-07 05:45:51,2025-02-06 12:41:38,2025-02-07 05:45:51,NULL,"{""id"": 20, ""code"": ""TMJ""}","[{""id"": 1402, ""label"": ""2025 N1 Kelly""}]",NULL,[],[]
291895,album,Term 1 Week 5 Weekly Highlight,Family Hop,,,published,2025-02-06 12:44:11,2025-02-06 12:43:50,2025-02-06 12:44:10,NULL,"{""id"": 20, ""code"": ""TMJ""}","[{""id"": 1430, ""label"": ""2025 K1 Bright""}]",NULL,[],[]
291896,album,二月日记（3/2/2025-7/2/2025）,快和爸爸妈妈一起来看看我们的照片吧！,,,published,2025-02-07 12:14:52,2025-02-06 12:49:31,2025-02-07 12:14:52,NULL,"{""id"": 20, ""code"": ""TMJ""}","[{""id"": 1395, ""label"": ""2025 PG Kale""}]",NULL,[],[]
291899,album,Numicon Feel and Math,nil,,,published,2025-02-06 13:09:49,2025-02-06 13:08:47,2025-02-08 08:47:55,NULL,"{""id"": 20, ""code"": ""TMJ""}","[{""id"": 1430, ""label"": ""2025 K1 Bright""}]",NULL,[],[]
291905,album,February Week 1 (Part 2),3/2/25-7/2/25,,,published,2025-02-06 14:21:23,2025-02-06 14:20:08,2025-02-06 14:21:22,NULL,"{""id"": 20, ""code"": ""TMJ""}","[{""id"": 1401, ""label"": ""2025 N1 Rosen""}]",NULL,[],[]
291911,album,Weekly Album: Term 1 Week 5 ,Here are some photographs taken this week. ,,,published,2025-02-06 15:17:21,2025-02-06 15:10:11,2025-02-06 15:17:20,NULL,"{""id"": 20, ""code"": ""TMJ""}","[{""id"": 1371, ""label"": ""2025 N2 Donaldson""}]",NULL,[],[]
291915,post,Shaker bottle,"“As I can now sit upright on my own with a little support. My educarer told me that each bottle contains beads, bells, or buttons, and shaking them creates different sounds.”",,,published,2025-02-06 23:09:25,2025-02-06 23:09:22,2025-02-06 23:09:24,NULL,"{""id"": 1, ""code"": ""DNI00""}","[{""id"": 1302, ""label"": ""2025 Infant Karen Katz""}]",NULL,[],[]
291916,post,Red painted lantern ,“I’m comfortable touching the red paint with my bare hands and spreading it across the paper roll.”,,,published,2025-02-06 23:11:58,2025-02-06 23:11:55,2025-02-06 23:11:57,NULL,"{""id"": 1, ""code"": ""DNI00""}","[{""id"": 1302, ""label"": ""2025 Infant Karen Katz""}]",NULL,[],[]
291917,post,Childcare lunch,"“This week, I began joining my friends for childcare lunch. I’m learning to scoop and feed myself, and I enjoy the variety foods and fruits.”",,,published,2025-02-06 23:15:59,2025-02-06 23:15:56,2025-02-06 23:15:59,NULL,"{""id"": 1, ""code"": ""DNI00""}","[{""id"": 1302, ""label"": ""2025 Infant Karen Katz""}]",NULL,[],[]
291918,post,Through the tunnel ,"“At first, I was a little scared to crawl through the tunnel. I started by crawling along the side to reach my educarer on the other end. With encouragement, I gradually gained confidence and along with my friends, I managed to crawl through it. We had fun exploring and crawling together!”",,,published,2025-02-06 23:20:04,2025-02-06 23:20:00,2025-02-06 23:20:03,NULL,"{""id"": 1, ""code"": ""DNI00""}","[{""id"": 1302, ""label"": ""2025 Infant Karen Katz""}]",NULL,[],[]
291919,post,Keeping my bowl,"“After lunch, I follow the instructions to stand up and walk to the container to store my bowl. After drinking, I hand my water bottle to my educarer in the pantry. Putting away the things I’ve used is fun and helps build my confidence, especially when my educarer praises me.”",,,published,2025-02-06 23:25:32,2025-02-06 23:25:29,2025-02-06 23:25:32,NULL,"{""id"": 1, ""code"": ""DNI00""}","[{""id"": 1302, ""label"": ""2025 Infant Karen Katz""}]",NULL,[],[]
291920,post,Shapes ,"“I observe the various shapes on the shelf as I squat down to pick up a piece, then stand up to paste it on the shelf. With some guidance from my educarer, I’m able to match the shapes as she point to them, and I paste the pieces accordingly.”",,,published,2025-02-06 23:28:54,2025-02-06 23:28:51,2025-02-06 23:28:54,NULL,"{""id"": 1, ""code"": ""DNI00""}","[{""id"": 1302, ""label"": ""2025 Infant Karen Katz""}]",NULL,[],[]
291921,album,第一学期 第四周 ：蛀牙,"活动目标：
1.在讨论中，幼儿能够安静地倾听同伴的分享。
2.幼儿能够知道造成蛀牙的原因。

活动过程：
教师出示绘本《鳄鱼怕怕牙医怕怕》，带领幼儿复述故事，并引导讨论：“鳄鱼的牙齿怎么了？它的感受是怎样的？为什么会有蛀牙？”随后出示“蛀牙”图字卡，简单介绍蛀牙的成因，如“吃太多甜食、不刷牙等会让牙齿生病”。接着邀请幼儿用镜子观察自己的牙齿，与同伴分享是否发现有蛀牙或其他特征。通过讨论鼓励幼儿说出如何保护牙齿，最后由教师带领总结并将大家的讨论展示在主题墙上。

活动于2025年1月27日进行。",,,published,2025-02-07 00:51:37,2025-02-07 00:51:22,2025-02-07 00:51:36,NULL,"{""id"": 10, ""code"": ""DTE01""}","[{""id"": 1314, ""label"": ""2025 Nursery 2 Eric Carle""}]",NULL,[],[]
291923,album,第一学期 一月 ： 展示与分享 《我喜欢的物品》,幼儿们带来了自己喜欢的物品和同学展示和分享。,,,published,2025-02-07 01:00:15,2025-02-07 01:00:11,2025-02-07 06:25:38,NULL,"{""id"": 10, ""code"": ""DTE01""}","[{""id"": 1314, ""label"": ""2025 Nursery 2 Eric Carle""}]",NULL,[],[]
291929,album,Tummy time on a bubble wrap ,"Jaius was placed on a bubble wrap during tummy time. He explored its texture by patting his hands and kicking his legs. He also grabbed onto it and use his fingers to play with it too. Jaius enjoyed listening to the crinkly sound of the bubble wrap. This activity fosters gross motor skills.







",,,published,2025-02-07 09:35:16,2025-02-07 04:16:13,2025-02-07 09:35:16,NULL,"{""id"": 16, ""code"": ""MBS""}","[{""id"": 1376, ""label"": ""2025 Infant Joy""}]",NULL,[],[]
291930,album,Jaius's first week of solids!,"Jaius tasted apple, pear and avocado with cereal this week. He enjoyed his meals and looked forward to breakfast at school! 😊
",,,published,2025-02-07 09:34:47,2025-02-07 04:21:26,2025-02-07 09:34:47,NULL,"{""id"": 16, ""code"": ""MBS""}","[{""id"": 1376, ""label"": ""2025 Infant Joy""}]",NULL,[],[]
291931,album,二月第一周精彩活动,小鞋子踩一踩，看看这是谁的鞋子呢？,,,published,2025-02-07 04:26:46,2025-02-07 04:26:29,2025-02-07 04:26:45,NULL,"{""id"": 20, ""code"": ""TMJ""}","[{""id"": 1397, ""label"": ""2025 PG Campbell""}]",NULL,[],[]
291935,album,Weekly Highlight (Trace and Decorate),February Week 1,,,published,2025-02-07 04:46:46,2025-02-07 04:46:33,2025-02-07 04:46:46,NULL,"{""id"": 20, ""code"": ""TMJ""}","[{""id"": 1397, ""label"": ""2025 PG Campbell""}]",NULL,[],[]
291950,album,Activities of the Week,February Week 1,,,published,2025-02-07 05:02:49,2025-02-07 05:02:16,2025-02-07 05:02:49,NULL,"{""id"": 20, ""code"": ""TMJ""}","[{""id"": 1397, ""label"": ""2025 PG Campbell""}]",NULL,[],[]
291953,album,二月日记（03/02/2025_07/02/2025),二月第一周的照片来咯！快和爸爸妈妈一起来看看吧！,,,published,2025-02-07 05:08:23,2025-02-07 05:06:21,2025-02-07 05:08:23,NULL,"{""id"": 20, ""code"": ""TMJ""}","[{""id"": 1397, ""label"": ""2025 PG Campbell""}]",NULL,[],[]
291955,album,Scarf play ,Jaius enjoys playing with colorful scarves. He watches them float and grabs them as the teacher lifts them high. He smiles and giggles when the teacher says 'peek-a-boo' while placing the scarves on his face. Jaius grabs on the scarfs and feels its texture too. This activity fosters a sense of humor and interaction between adult and child.,,,published,2025-02-07 09:35:57,2025-02-07 05:12:10,2025-02-07 09:35:56,NULL,"{""id"": 16, ""code"": ""MBS""}","[{""id"": 1376, ""label"": ""2025 Infant Joy""}]",NULL,[],[]
291960,album,Insert the hair ties in ,"Elle was given a box with straws poked into it. She used her pincer grip to pick up hair ties and carefully aimed them at the straws. Elle was patient and kept trying even when some hair ties missed. If she missed a hair tie, she picked it up and try again. This activity develops focus sustained involvement and foster hand-eye coordination.",,,published,2025-02-07 09:36:35,2025-02-07 05:17:45,2025-02-07 09:36:35,NULL,"{""id"": 16, ""code"": ""MBS""}","[{""id"": 1376, ""label"": ""2025 Infant Joy""}]",NULL,[],[]
291962,album,你来比划我来猜,老师与孩子们一起去讨论说说在不同情绪下人们的表情有哪些特点，例如：眼睛、嘴巴、眉毛会有哪些变化等。教师请幼儿根据自己的经验，说一说不同的情绪会出现在分别是什么表情？并作出表情后用镜子看看自己的表情。然后教师邀请幼儿轮流表演表情，鼓励幼儿根据卡上的内容做出相应表情请其他幼儿猜一猜是什么情绪。,,,published,2025-02-07 05:22:27,2025-02-07 05:22:03,2025-02-07 05:22:27,NULL,"{""id"": 16, ""code"": ""MBS""}","[{""id"": 1381, ""label"": ""2025 Nursery 2 Love""}]",NULL,[],[]
291963,album,Painting with water ,"Elle was given a piece of paper, a cup of water and a brush. The teacher demonstrated how to dip the brush in the water and spread it on the paper. Elle observed and was able to repeat the actions on her own. She enjoyed dipping the brush and spreading the water across the paper. This activity foster hand-eye coordination and develop an understanding of physical properties of materials through exploration.",,,published,2025-02-07 09:36:15,2025-02-07 05:22:29,2025-02-07 09:36:15,NULL,"{""id"": 16, ""code"": ""MBS""}","[{""id"": 1376, ""label"": ""2025 Infant Joy""}]",NULL,[],[]
291967,album,我是大鳄鱼,教师和孩子们一起讨论，请孩子们说一说他们对于鳄鱼的看法，例如：鳄鱼的外形特征；生活习性等。随后教师轮流邀请幼儿根据自己刚才的分享中的部分利用肢体动作、身体创造能力来表现自己认知中的鳄鱼，增强幼儿的创造力和身体协调能力。,,,published,2025-02-07 05:33:06,2025-02-07 05:32:12,2025-02-07 05:33:06,NULL,"{""id"": 16, ""code"": ""MBS""}","[{""id"": 1381, ""label"": ""2025 Nursery 2 Love""}]",NULL,[],[]
291970,album,Term 1 Week 5 Photos: Self-Portrait,"Children were invited to create a self-portrait using a mix of art tools such as pencils, black zebra marker and watercolour paint. The children were encouraged to express their creative preferences through the lines, shapes and colours that they use in their artwork.",,,published,2025-02-07 05:40:16,2025-02-07 05:38:06,2025-02-07 05:40:15,NULL,"{""id"": 20, ""code"": ""TMJ""}","[{""id"": 1403, ""label"": ""2025 N2 Florence""}]",NULL,[],[]
291972,album,我的情绪,教师先出示情绪表情卡，请幼儿说说他们看到了什么。然后教师向幼儿展示活动材料和工具，请幼儿猜一猜接下来的活动是什么。并邀请幼儿使用不同材料，创作自己的情绪脸谱。 在创作过程中，教师与幼儿交流，请幼儿说一说他们想创作什么情绪脸谱，并引导他们发挥创意使用不同的材料进行创作。使幼儿发挥创造力和手眼协调能力。,,,published,2025-02-07 05:40:38,2025-02-07 05:39:35,2025-02-07 05:40:38,NULL,"{""id"": 16, ""code"": ""MBS""}","[{""id"": 1381, ""label"": ""2025 Nursery 2 Love""}]",NULL,[],[]
291981,album,我们一起装饰鸟窝,教师邀请幼儿一起装饰角色扮演区的鸟巢。首先，教师提供蜡笔，鼓励幼儿为鸟巢涂上底色。接着，教师鼓励幼儿撕下纸张，并将这些纸片粘贴到纸板上，用来装饰鸟巢，完成创作。,,,published,2025-02-07 06:24:30,2025-02-07 05:56:18,2025-02-07 06:24:29,NULL,"{""id"": 18, ""code"": ""OMB01""}","[{""id"": 1284, ""label"": ""2025 N1 Christie Matheson""}]",NULL,[],[]
291983,album,小鸟绘本,教师带领幼儿阅读绘本《小鸟》，引导他们初步认识小鸟的生活环境、饮食习惯、生长过程和身体特征，例如小鸟生活在树上、吃虫子，拥有尖尖的嘴巴和一对翅膀等。教师鼓励幼儿跟随自己复述简单的词汇，如“小鸟”、“虫子”、“翅膀”、“鸟蛋”等，加深对词汇的理解和记忆，同时培养幼儿的语言表达能力。,,,published,2025-02-07 06:21:23,2025-02-07 05:57:46,2025-02-07 06:21:22,NULL,"{""id"": 18, ""code"": ""OMB01""}","[{""id"": 1284, ""label"": ""2025 N1 Christie Matheson""}]",NULL,[],[]
291984,post,"What's the Time, Mr Wolf?","Outdoor playtime was extra sweaty, fun, and exciting because we played ""What’s the Time, Mr. Wolf?"". The children took turns being the wolf and piglets/humans, and we probably had too much fun — we ended up playing for more than five rounds!

Have a restful weekend, K1 friends!",,,published,2025-02-07 10:47:33,2025-02-07 05:59:29,2025-02-07 10:47:33,NULL,"{""id"": 1, ""code"": ""DNI00""}","[{""id"": 1300, ""label"": ""2025 K1 David McKee""}]",NULL,[],[]
291988,album,二月 精彩相册（一）,"音乐课
小书制作-续编奥莉薇
乐器演奏
户外活动",,,published,2025-02-07 06:08:52,2025-02-07 06:07:42,2025-02-07 06:08:52,NULL,"{""id"": 20, ""code"": ""TMJ""}","[{""id"": 1432, ""label"": ""2025 K2 Potter""}]",NULL,[],[]
291995,album,Term 1 Week 5,"This week, the children explored textures while creating DIY Numicon pieces. They began by sorting a messy floor display of materials—bubble wrap, plastic sleeve bags, paper bags, cardboard, and envelopes—into groups based on texture (smooth, bumpy).

Using a paper punch, they cut circles from their chosen materials and pasted them onto rectangle-shaped paper, designing their own Numicon pieces. The next day, they continued making choices independently, fostering self-awareness and autonomy.

Together, the class completed Numicon tiles from 1 to 10, now proudly displayed in the classroom! It was a fantastic hands-on learning experience.",,,published,2025-02-07 06:13:35,2025-02-07 06:12:40,2025-02-07 06:13:34,NULL,"{""id"": 20, ""code"": ""TMJ""}","[{""id"": 1404, ""label"": ""2025 K1 Bailey""}]",NULL,[],[]
291998,album,二月第一周（03/02 - 07/02）其他活动, 这是本周其他活动的照片，请查看！,,,published,2025-02-07 06:20:31,2025-02-07 06:18:12,2025-02-07 06:20:31,NULL,"{""id"": 20, ""code"": ""TMJ""}","[{""id"": 1401, ""label"": ""2025 N1 Rosen""}]",NULL,[],[]
292001,post,Family Activity Hopscotch ,"Today, the children were invited to play a hopscotch game with family-related activities written in the grids. They hopped and landed on their desired activity, then shared a time they did that activity with their family and how it made them feel.

As expected, the children were thrilled to hop and talk about their experiences. Some shared that their families cooked noodles, played Mario and Monopoly together, while others mentioned going to the park to play with a ball, swing, and slide! This game encourages children to practice turn-taking, as well as reading and recognizing words.",,,draft,2025-02-07 06:50:21,2025-02-07 06:21:42,2025-02-07 06:50:20,NULL,"{""id"": 1, ""code"": ""DNI00""}","[{""id"": 1300, ""label"": ""2025 K1 David McKee""}]",NULL,[],[]
292004,album,第一学期  第五周：早期阅读绘本《晚安》,"活动目标：
1.幼儿能理解阅读本《晚安》的故事内容。
2.幼儿能够学习词语：晚安、睡觉、刷牙、关灯、小狗和我。

活动过程：
教师在阅读图书前与幼儿讨论：“晚上上床睡觉前你会做什么？”引导幼儿分享自己的睡前习惯。随后展示图书封面，引导观察与提问：“封面上有什么？那是谁的手？她在做什么？”阅读过程中，教师带领幼儿观察画面并提问：“画面上有谁？小女孩在做什么？这是什么时候？”讲述完故事后，教师示范跟读印刷文字，并鼓励幼儿用自己的语言复述故事，最后再次讨论幼儿的睡前活动习惯。故事结束后，老师和幼儿复习了学习词语：晚安、睡觉、刷牙、关灯、小狗和我。除此之外，教师也让幼儿尝试使用耳机聆听故事。",,,published,2025-02-07 06:25:05,2025-02-07 06:24:53,2025-02-07 06:25:05,NULL,"{""id"": 10, ""code"": ""DTE01""}","[{""id"": 1314, ""label"": ""2025 Nursery 2 Eric Carle""}]",NULL,[],[]
292008,album,February Week 1 Weekly Highlight: Our Car Wash Station!,"Objectives: Foster curiosity and interest in a well-planned environment 

Children were encouraged to explore the idea of car washing through a vehicle-themed sensory play. Two containers of water with vehicles, sponges and brush are provided for the children to wash them off. 

They took the vehicles they preferred, and used the sponges to clean the wheels. Most of them like to splash the water inside too! It was a fun sensory experience for the little ones!",,,published,2025-02-07 06:40:46,2025-02-07 06:40:28,2025-02-07 06:40:46,NULL,"{""id"": 20, ""code"": ""TMJ""}","[{""id"": 1395, ""label"": ""2025 PG Kale""}]",NULL,[],[]
292009,album,第一学期第五周精彩活动,"Objective(s)/目标:
能按照由深到浅来为颜色排序。
乐意参与探索活动，发现颜色的渐变规律。
",,,published,2025-02-07 06:43:51,2025-02-07 06:42:26,2025-02-07 06:43:50,NULL,"{""id"": 20, ""code"": ""TMJ""}","[{""id"": 1433, ""label"": ""2025 K2 Robinson""}]",NULL,[],[]
292011,album,第一学期第五周照片更新,这一周老师带领小朋友们观看了火山爆发的视频，了解了火山爆发的形态，小朋友们很感兴趣地画下来火山爆发的样子。老师利用小苏打，白醋和色素等材料带领小朋友们一起制作了火山爆发的小实验。在早期阅读《高高的，矮矮的》学习中，小朋友们尝试在学校找寻物品进行比较高和矮。,,,published,2025-02-07 06:47:13,2025-02-07 06:46:56,2025-02-07 06:47:12,NULL,"{""id"": 5, ""code"": ""DTH01""}","[{""id"": 1406, ""label"": ""2025 Kindergarten 1 Inventors""}]",NULL,[],[]
292013,album,二月 第一周 : 咕噜咕噜大纸筒,"活动目标:
婴幼儿身体健康，并掌握控制身体的能力

活动过程:
哇!老师准备了好大的纸筒，我们一起玩""咕噜咕噜""的游戏，我们一起用手推动大纸筒锻炼幼儿的协调能力，比较小的小朋友则是在老师的协助下尝试还有探索大大的纸筒。

爸爸妈妈也可以利用家里随手可见的材料来进行简单的探索活动喔!",,,published,2025-02-07 06:53:09,2025-02-07 06:52:44,2025-02-07 06:53:09,NULL,"{""id"": 10, ""code"": ""DTE01""}","[{""id"": 1310, ""label"": ""2025 Infant Mozart""}]",NULL,[],[]
292017,album,February Week 1 Photo Album,"3 Feb - 7 Feb

Enjoy the photos! (:",,,published,2025-02-07 06:56:41,2025-02-07 06:55:55,2025-02-07 06:56:41,NULL,"{""id"": 20, ""code"": ""TMJ""}","[{""id"": 1395, ""label"": ""2025 PG Kale""}]",NULL,[],[]
292019,album,第一学期第五周,2月3日-2月7日,,,published,2025-02-07 07:03:27,2025-02-07 07:01:41,2025-02-07 07:03:26,NULL,"{""id"": 20, ""code"": ""TMJ""}","[{""id"": 1433, ""label"": ""2025 K2 Robinson""}]",NULL,[],[]
292023,album,二月 第一周 : 户外活动体验,今天是瑞泽和楚昊第一次到户外体验，我们一起去到D'Resort的小花园和小菜园，看到了很多植物和水果，两位小朋友都很开心呢!,,,published,2025-02-07 07:06:52,2025-02-07 07:06:26,2025-02-07 07:06:51,NULL,"{""id"": 10, ""code"": ""DTE01""}","[{""id"": 1310, ""label"": ""2025 Infant Mozart""}]",NULL,[],[]
292025,album,Outdoor play and exploration,"The children enjoyed the outdoors playing with balloons and exploring nature around us. We discovered flying birds, vehicles on the road, and  insects in the garden. They also touched and felt the leaves. One of our friends compared the size of the leaves and pointed out leaves that were big and small! ",,,draft,2025-02-07 07:32:14,2025-02-07 07:32:01,2025-02-07 07:33:05,NULL,"{""id"": 1, ""code"": ""DNI00""}","[{""id"": 1295, ""label"": ""2025 PG Rod Campbell""}]",NULL,[],[]
292026,album,Weekly Highlight; Term 1 Week 5,reading words with dr- blends.,,,published,2025-02-07 07:32:34,2025-02-07 07:32:05,2025-02-07 07:32:34,NULL,"{""id"": 20, ""code"": ""TMJ""}","[{""id"": 1433, ""label"": ""2025 K2 Robinson""}]",NULL,[],[]
292032,album,《我的表情变变变》,"在晨间集会的时间，老师鼓励幼儿们互相问好，并邀请幼儿一起和老师做手指操《我的表情变变变》幼儿和老师在互动中，学习表达各种情绪。老师鼓励幼儿表达今天的心情是什么样的？开心、伤心、生气还是兴奋等；幼儿在和朋友、老师的互动中，认识彼此的心情，联立良好的关系。

",,,draft,2025-02-07 08:30:54,2025-02-07 08:30:50,2025-02-07 08:31:38,NULL,"{""id"": 1, ""code"": ""DNI00""}","[{""id"": 1295, ""label"": ""2025 PG Rod Campbell""}]",NULL,[],[]
292033,album,周活动——第一学期第五周,"03/02/2025——07/02/2025

  请查收K1 Bailey本周的周活动。",,,published,2025-02-07 08:34:10,2025-02-07 08:33:28,2025-02-07 08:34:10,NULL,"{""id"": 20, ""code"": ""TMJ""}","[{""id"": 1404, ""label"": ""2025 K1 Bailey""}]",NULL,[],[]
292036,post,户外游,在暖暖的午后，我们不仅感受了轻柔的风，也开心的继续了我们的新年庆祝活动,,,published,2025-02-07 09:07:02,2025-02-07 09:06:56,2025-02-07 09:07:02,NULL,"{""id"": 1, ""code"": ""DNI00""}","[{""id"": 1302, ""label"": ""2025 Infant Karen Katz""}]",NULL,[],[]
292037,album,Weekly Photo Album (3 to 7 Feb),- ,,,published,2025-02-07 09:09:04,2025-02-07 09:07:24,2025-02-07 09:09:04,NULL,"{""id"": 20, ""code"": ""TMJ""}","[{""id"": 1404, ""label"": ""2025 K1 Bailey""}]",NULL,[],[]
292038,post,向前爬,手支撑起身体，双脚用力往前蹬，看！我可以，我可以向前爬2-3米了，我棒不棒？！,,,published,2025-02-07 09:14:48,2025-02-07 09:14:43,2025-02-07 09:14:47,NULL,"{""id"": 1, ""code"": ""DNI00""}","[{""id"": 1302, ""label"": ""2025 Infant Karen Katz""}]",NULL,[],[]
292039,post,灯笼,我跟老师一起把折合的红灯笼，打开变成了圆圆的灯笼，美不美！好看哦！我喜欢,,,published,2025-02-07 09:25:13,2025-02-07 09:25:04,2025-02-07 09:25:12,NULL,"{""id"": 1, ""code"": ""DNI00""}","[{""id"": 1302, ""label"": ""2025 Infant Karen Katz""}]",NULL,[],[]
292060,album,二月第一周精彩活动,快和爸爸妈妈一起来看看我们的照片吧！,,,published,2025-02-07 12:13:23,2025-02-07 12:13:12,2025-02-07 12:13:23,NULL,"{""id"": 20, ""code"": ""TMJ""}","[{""id"": 1395, ""label"": ""2025 PG Kale""}]",NULL,[],[]
292063,album,Peek-a-boo Farm Animals,"This week, the children explored various animals commonly found on a farm. They engaged in an interactive activity featuring a barn with hidden windows, each concealing a realistic picture of a different farm animal. With excitement and curiosity, they took turns opening the windows to discover which animal was hiding behind each one. As they revealed the animals, we introduced the corresponding sounds they make, saying phrases like, ""The cow says moo,"" ""The duck says quack,"" and ""The pig says oink."" This hands-on experience not only sparked their enthusiasm but also helped them associate each animal with its unique sound, enhancing their language development and understanding of farm life.",,,published,2025-02-07 12:29:08,2025-02-07 12:28:58,2025-02-07 12:29:08,NULL,"{""id"": 18, ""code"": ""OMB01""}","[{""id"": 1283, ""label"": ""2025 Playgroup Emma Dodd""}]",NULL,[],[]
